ID,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RecentDelq_1yr,RecentDeql_2yr,RecentInquiry_1yr_excl7days,RcentInquiry_2yr_excl7days,MaxDelqEver_0.0,MaxDelqEver_0.2,MaxDelqEver_0.4,MaxDelqEver_0.6000000000000001,MaxDelqEver_0.8,MaxDelqEver_1.0,MaxDelq2PublicRecLast12M_0.0,MaxDelq2PublicRecLast12M_0.2,MaxDelq2PublicRecLast12M_0.4,MaxDelq2PublicRecLast12M_0.6000000000000001,MaxDelq2PublicRecLast12M_0.8,MaxDelq2PublicRecLast12M_1.0
2715,0.114754098,0.20474407,0.013215859,0.301886792,0.151898734,0.578947368,0.368421053,0.48,0.221153846,0.052631579,0.17,0.075757576,0.075757576,0.310344828,0.157112527,0.34375,0.290322581,0.166666667,0.87,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1
2716,0.491803279,0.260923845,0.004405286,0.116352201,0.417721519,0.052631579,0.052631579,0.97,0.298076923,0.736842105,0.11,0.045454545,0.045454545,0.284482759,0.193205945,0.75,0.35483871,0.5,0.84,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
2717,0.442622951,0.196004994,0.026431718,0.204402516,0.189873418,0,0,0.73,0.211538462,0.052631579,0.33,0,0,0.267241379,0.089171975,0.125,0.35483871,0.111111111,0.88,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2718,0.770491803,0.310861423,0.030837004,0.235849057,0.582278481,0,0,1,0.423076923,0.157894737,0.4,0,0,0.086206897,0.174097665,0.1875,0.35483871,0,0.47,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
2719,0.672131148,0.229712859,0.008810573,0.191823899,0.443037975,0,0,1,0,0.105263158,0.28,0.015151515,0.015151515,0.081896552,0.157112527,0.125,0.35483871,0.055555556,0.7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2720,0.393442623,0.026217228,0.035242291,0.163522013,0.050632911,0.105263158,0.052631579,0.67,0.009615385,0.052631579,0.33,0.03030303,0.03030303,0.396551724,0.159235669,0.03125,0.290322581,0.055555556,0.67,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0
2721,0.737704918,0.247191011,0.123348018,0.204402516,0.037974684,0,0,1,0.057692308,0,0,0.015151515,0.015151515,0.129310345,0.157112527,0.0625,0,0.055555556,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2722,0.655737705,0.397003745,0.013215859,0.245283019,0.417721519,0,0,1,0.221153846,0.421052632,0.21,0.045454545,0.03030303,0.112068966,0.193205945,0.125,0.387096774,0.055555556,0.45,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
2723,0.754098361,0.288389513,0.013215859,0.248427673,0.594936709,0,0,1,0.653846154,0.157894737,0.28,0.121212121,0.121212121,0.142241379,0.193205945,0.1875,0.451612903,0.111111111,0.63,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2724,0.557377049,0.217228464,0.030837004,0.216981132,0.303797468,0.052631579,0.052631579,0.92,0.182692308,0.157894737,0.2,0,0,0.112068966,0.157112527,0.28125,0.290322581,0.055555556,0.65,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0
2725,0.819672131,0.36329588,0.052863436,0.330188679,0.278481013,0.052631579,0.052631579,0.96,0.163461538,0,0.35,0,0,0,0.13163482,0.03125,0.322580645,0.055555556,0.44,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
2726,0.37704918,0.229712859,0.039647577,0.238993711,0.240506329,0.210526316,0.052631579,0.71,0,0.105263158,0.33,0,0,0.198275862,0.106157113,0.1875,0.387096774,0.111111111,0.73,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2727,0.491803279,0.114856429,0.004405286,0.075471698,0.215189873,0,0,1,0.240384615,0.105263158,0.56,0.075757576,0.075757576,0.353448276,0.148619958,0.1875,0.322580645,0.111111111,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
2728,0.93442623,0.229712859,0.004405286,0.36163522,0.240506329,0,0,0.95,0,0.052631579,0.19,0,0,0.030172414,0.050955414,0.09375,0.322580645,0,0.56,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2729,0.721311475,0.254681648,0.04845815,0.270440252,0.189873418,0,0,1,0.192307692,0.052631579,0.27,0,0,0.163793103,0.157112527,0.09375,0.290322581,0.055555556,0.67,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
2730,0.655737705,0.400749064,0.026431718,0.308176101,0.392405063,0,0,1,0.365384615,0.052631579,0.19,0.03030303,0.015151515,0.202586207,0.191082803,0.25,0.322580645,0.166666667,0.59,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2731,0.590163934,0.285892634,0.035242291,0.229559748,0.278481013,0,0,1,0.673076923,0.157894737,0.14,0.075757576,0.075757576,0.418103448,0.157112527,0.25,0,0.388888889,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
2732,0.836065574,0.242197253,0.057268722,0.440251572,0.607594937,0,0,1,0.182692308,0,0.36,0.045454545,0.03030303,0.099137931,0.157112527,0.125,0.290322581,0.055555556,0.56,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2733,0.68852459,0.166042447,0.013215859,0.169811321,0.405063291,0,0,0.97,0.211538462,0.157894737,0.06,0,0,0.073275862,0.157112527,0.1875,0.290322581,0,0.7,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
2734,0.475409836,0.229712859,0.035242291,0.088050314,0.063291139,0.052631579,0,0.83,0,0.105263158,0.5,0.045454545,0.045454545,0.159482759,0.159235669,0.09375,0.290322581,0.055555556,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0
2735,0.803278689,0.322097378,0.030837004,0.251572327,0.329113924,0,0,0.96,0.423076923,0.105263158,0.61,0.03030303,0.03030303,0.060344828,0.129511677,0.09375,0.419354839,0.055555556,0.8,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2736,0.819672131,0.395755306,0.057268722,0.245283019,0.253164557,0,0,1,0.442307692,0,0.2,0,0,0.146551724,0.157112527,0.125,0.290322581,0,0.42,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
2737,0.721311475,0.257178527,0.092511013,0.349056604,0.113924051,0,0,1,0.153846154,0,0.44,0,0,0,0.157112527,0,0.322580645,0.055555556,0.4,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
2738,0.803278689,0.196004994,0.004405286,0.286163522,0.240506329,0,0,1,0.048076923,0.105263158,0.7,0,0,0.181034483,0.142250531,0.09375,0.35483871,0,0.67,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2739,0.68852459,0.315855181,0.013215859,0.308176101,0.379746835,0,0,0.97,0.375,0.105263158,0.23,0,0,0.13362069,0.152866242,0.28125,0.451612903,0.111111111,0.57,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2740,0.93442623,0.411985019,0.026431718,0.367924528,0.088607595,0,0,1,0.105769231,0.052631579,0,0,0,0.060344828,0.157112527,0.09375,0,0,0.6,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
2741,0.754098361,0.188514357,0.017621145,0.188679245,0.139240506,0,0,1,0.076923077,0.157894737,0.36,0,0,0.293103448,0.114649682,0.09375,0.35483871,0.055555556,0.86,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
2742,0.459016393,0.243445693,0.022026432,0.157232704,0.506329114,0.052631579,0.052631579,0.95,0.221153846,0.052631579,0.15,0.03030303,0.03030303,0.25862069,0.082802548,0.5,0.322580645,0.388888889,0.67,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1
2743,0.721311475,0.233458177,0.030837004,0.040880503,0.139240506,0,0,1,0.201923077,0.210526316,0.36,0.03030303,0.03030303,0.012931034,0.157112527,0.0625,0.35483871,0,0.86,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2744,0.491803279,0.31835206,0.052863436,0.251572327,0.392405063,0,0,0.97,0.586538462,0,0.29,0.060606061,0.060606061,0.301724138,0.154989384,0.3125,0.35483871,0.277777778,0.7,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2745,0.459016393,0.327091136,0.140969163,0.330188679,0.379746835,0,0,0.97,0.336538462,0,0.37,0.015151515,0.015151515,0.370689655,0.157112527,0.34375,0.35483871,0.444444444,0.93,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2746,0.721311475,0.114856429,0.008810573,0.248427673,0.202531646,0,0,1,0.144230769,0.052631579,0.28,0.03030303,0.015151515,0.176724138,0.157112527,0.125,0.290322581,0.055555556,0.56,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
2747,0.868852459,0.208489388,0.035242291,0.43081761,0.303797468,0,0,1,0.057692308,0.052631579,0.08,0.03030303,0.015151515,0.038793103,0.157112527,0.03125,0.290322581,0,0.18,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
2748,0.868852459,0.154806492,0.013215859,0.147798742,0.455696203,0,0,1,0.259615385,0.105263158,0.06,0,0,0.004310345,0.157112527,0.125,0,0,0.24,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
2749,0.803278689,0.289637953,0.008810573,0.279874214,0.683544304,0,0,1,0.413461538,0.210526316,0.22,0.03030303,0.03030303,0.021551724,0.06581741,0.15625,0.290322581,0.055555556,0.32,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
2750,0.885245902,0.210986267,0.026431718,0.43081761,0.506329114,0,0,1,0.548076923,0.105263158,0.39,0,0,0.021551724,0.157112527,0.0625,0.322580645,0,0.31,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
2751,0.524590164,0.329588015,0.022026432,0.27672956,0.405063291,0,0,0.94,0.278846154,0.052631579,0.06,0.015151515,0.015151515,0.211206897,0.157112527,0.5,0.290322581,0.444444444,0.77,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2752,0.37704918,0.069912609,0.017621145,0.072327044,0.379746835,0,0,0.97,0.317307692,0.315789474,0.15,0.015151515,0.015151515,0.125,0.078556263,0.3125,0.322580645,0.111111111,0.5,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0
2753,0.836065574,0.526841448,0.140969163,0.443396226,0.189873418,0,0,0.93,0.144230769,0,0.47,0,0,0.004310345,0.029723992,0.0625,0.322580645,0,0.57,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2754,0.557377049,0.229712859,0.061674009,0.198113208,0.037974684,0.052631579,0.052631579,1,0,0,0,0.03030303,0.03030303,0.181034483,0.157112527,0.0625,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2755,0.573770492,0.151061174,0.088105727,0.125786164,0.088607595,0,0,0.86,0.067307692,0,0.29,0.015151515,0.015151515,0.112068966,0.152866242,0.0625,0.322580645,0,0.8,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0
2756,0.868852459,0.302122347,0.013215859,0.320754717,0.35443038,0,0,1,0.105769231,0.157894737,0.07,0,0,0.017241379,0.157112527,0.09375,0,0.055555556,0.25,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2757,0.639344262,0.397003745,0.017621145,0.210691824,0.35443038,0,0,0.96,0.192307692,0.315789474,0.25,0.045454545,0.045454545,0.056034483,0.144373673,0.21875,0.35483871,0.055555556,0.85,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
2758,0.819672131,0.15980025,0.004405286,0.182389937,0.392405063,0,0,1,0.355769231,0.052631579,0.09,0,0,0.025862069,0.157112527,0.09375,0.290322581,0,0.33,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
2759,0.442622951,0.063670412,0.061674009,0.088050314,0.063291139,0.157894737,0.105263158,0.71,0.067307692,0,0.57,0.090909091,0.090909091,0.017241379,0.157112527,0.03125,0.290322581,0,0.67,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0
2760,0.704918033,0.232209738,0.017621145,0.267295597,0.35443038,0,0,1,0.298076923,0.105263158,0.32,0,0,0.159482759,0.171974522,0.09375,0.35483871,0.055555556,0.6,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
2761,0.885245902,0.238451935,0.088105727,0.229559748,0.075949367,0,0,1,0.076923077,0,0.67,0,0,0,0.040339703,0,0.290322581,0,0.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2762,0.885245902,0.229712859,0.140969163,0.29245283,0.202531646,0,0,1,0,0,0.41,0,0,0.038793103,0.167728238,0.09375,0.322580645,0,0.83,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2763,0.508196721,0.229712859,0.026431718,0.191823899,0.392405063,0.052631579,0.052631579,0.88,0,0.105263158,0.44,0.015151515,0,0.120689655,0.184713376,0.1875,0.419354839,0.055555556,0.65,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0
2764,0.540983607,0.229712859,0.030837004,0.232704403,0.405063291,0.210526316,0.210526316,0.86,0,0.157894737,0.19,0.015151515,0.015151515,0.142241379,0.040339703,0.21875,0.35483871,0.055555556,0.65,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2765,0.754098361,0.312109863,0.044052863,0.298742138,0.329113924,0.052631579,0.052631579,0.89,0.269230769,0.052631579,0.43,0,0,0.00862069,0.031847134,0.09375,0.322580645,0,0.56,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
2766,0.590163934,0.380774032,0.039647577,0.327044025,0.253164557,0,0,0.81,0.201923077,0.052631579,0.33,0,0,0.086206897,0.123142251,0.125,0.35483871,0,0.89,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0
2767,0.426229508,0.229712859,0.013215859,0.132075472,0.341772152,0,0,1,0,0.210526316,0.37,0.075757576,0.075757576,0.271551724,0.152866242,0.28125,0.451612903,0.166666667,0.94,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
2768,0.557377049,0.164794007,0.026431718,0.040880503,0.101265823,0,0,1,0.471153846,0.263157895,0.25,0.03030303,0.03030303,0.262931034,0.123142251,0.125,0.322580645,0.055555556,0.75,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
2769,0.836065574,0.471910112,0.044052863,0.301886792,0.189873418,0,0,1,0.490384615,0.052631579,0.27,0,0,0,0.184713376,0.03125,0.322580645,0,0.33,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
2770,0.770491803,0.138576779,0.022026432,0.13836478,0.164556962,0,0,0.86,0.134615385,0.105263158,0.14,0.015151515,0.015151515,0,0.157112527,0,0.290322581,0,0.17,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
2771,0.573770492,0.210986267,0.039647577,0.198113208,0.493670886,0.105263158,0.105263158,0.93,0.384615385,0.052631579,0.43,0.03030303,0.03030303,0.211206897,0.110403397,0.15625,0.387096774,0.111111111,0.75,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2772,0.68852459,0.212234707,0.017621145,0.242138365,0.316455696,0,0,1,0.115384615,0.105263158,0.32,0,0,0.120689655,0.157112527,0.1875,0.290322581,0.055555556,0.64,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
2773,0.967213115,0.288389513,0.110132159,0.465408805,0.443037975,0,0,1,0.346153846,0,0.11,0,0,0,0.157112527,0.0625,0.290322581,0,0.38,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2774,0.918032787,0.555555556,0.044052863,0.41509434,0.075949367,0,0,1,0.067307692,0.052631579,0.43,0,0,0.056034483,0.157112527,0.03125,0.290322581,0,0.67,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
2775,0.721311475,0.369538077,0.044052863,0.367924528,0.291139241,0,0,1,0.230769231,0.105263158,0.25,0.045454545,0.045454545,0.206896552,0.184713376,0.15625,0.290322581,0.055555556,0.67,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
2776,0.655737705,0.153558052,0.013215859,0.088050314,0.189873418,0,0,1,0.278846154,0.052631579,0.07,0.060606061,0.060606061,0.120689655,0.157112527,0.09375,0,0.055555556,0.25,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2777,0.770491803,0.222222222,0.101321586,0.358490566,0.189873418,0,0,1,0.259615385,0,0.07,0,0,0.181034483,0.157112527,0.0625,0,0.055555556,0.33,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
2778,0.901639344,0.021223471,0.105726872,0.496855346,0.215189873,0,0,1,0.048076923,0,0.18,0.015151515,0.015151515,0.073275862,0.157112527,0.125,0.290322581,0,0.45,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2779,0.836065574,0.212234707,0.013215859,0.091194969,0.215189873,0,0,1,0.125,0.157894737,0.35,0,0,0.025862069,0.212314225,0.03125,0.322580645,0,0.38,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
2780,0.540983607,0.384519351,0.013215859,0.198113208,0.696202532,0,0,1,0.625,0.842105263,0.23,0.287878788,0.287878788,0.181034483,0.178343949,0.65625,0.612903226,0.277777778,0.73,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
2781,0.672131148,0.274656679,0.013215859,0.308176101,0.303797468,0.052631579,0.052631579,0.96,0.259615385,0.105263158,0.37,0.03030303,0.03030303,0.012931034,0.157112527,0.09375,0,0,0.27,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2782,0.918032787,0.347066167,0.044052863,0.270440252,0.240506329,0,0,1,0.192307692,0.052631579,0.16,0,0,0.004310345,0.157112527,0.0625,0.290322581,0,0.33,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2783,0.475409836,0.229712859,0.022026432,0.106918239,0.164556962,0,0,0.92,0,0.157894737,0.29,0,0,0.25,0.205944798,0.15625,0.35483871,0.055555556,0.89,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0
2784,0.62295082,0.066167291,0.013215859,0.066037736,0.113924051,0.052631579,0.052631579,1,0.086538462,0.157894737,0.44,0.015151515,0.015151515,0.004310345,0.157112527,0.03125,0.290322581,0,0.33,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
2785,0.573770492,0.207240949,0.044052863,0.091194969,0.101265823,0,0,1,0.259615385,0.157894737,0.38,0.045454545,0.045454545,0.301724138,0.157112527,0.125,0.35483871,0.055555556,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
2786,0.754098361,0.183520599,0.017621145,0.169811321,0.367088608,0,0,1,0.307692308,0.210526316,0.06,0.045454545,0.045454545,0.025862069,0.195329087,0.0625,0.322580645,0,0.27,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2787,0.737704918,0.194756554,0.026431718,0.238993711,0.46835443,0,0,0.97,0.365384615,0.157894737,0.58,0.03030303,0.03030303,0,0.186836518,0.03125,0.35483871,0,0.36,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2788,0.754098361,0.415730337,0.04845815,0.320754717,0.556962025,0,0,0.96,0.432692308,0.052631579,0.4,0,0,0.012931034,0.157112527,0.03125,0.387096774,0,0.46,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
2789,0.442622951,0.325842697,0.004405286,0.327044025,0.329113924,0.105263158,0.052631579,0.83,0.221153846,0.105263158,0.23,0.03030303,0.015151515,0.211206897,0.201698514,0.34375,0.290322581,0.111111111,0.71,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2790,0.836065574,0.161048689,0.017621145,0.166666667,0.113924051,0,0,1,0.096153846,0.052631579,0.56,0,0,0.047413793,0.161358811,0.0625,0.35483871,0,0.83,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
2791,0.721311475,0.274656679,0.017621145,0.308176101,0.493670886,0,0,1,0.375,0.052631579,0.26,0.015151515,0.015151515,0.129310345,0.154989384,0.5,0.35483871,0.055555556,0.87,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
2792,0.426229508,0.229712859,0.017621145,0.232704403,0.215189873,0,0,0.76,0,0.105263158,0.29,0.03030303,0.03030303,0.228448276,0.16985138,0.125,0.35483871,0.055555556,0.7,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2793,0.540983607,0.037453184,0.088105727,0.176100629,0.253164557,0,0,0.86,0.028846154,0,0.19,0,0,0.094827586,0.180467091,0.09375,0.322580645,0,0.56,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0
2794,0.639344262,0.540574282,0.211453744,0.13836478,0.012658228,0,0,0,0.230769231,0,1,0.03030303,0.03030303,0.137931034,0.157112527,0.125,0.290322581,0.055555556,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2795,0.557377049,0.225967541,0.074889868,0.226415094,0.455696203,0.052631579,0.052631579,0.97,0.394230769,0,0.16,0.03030303,0.03030303,0.00862069,0.127388535,0.0625,0.35483871,0,0.36,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0
2796,0.868852459,0.501872659,0.004405286,0.305031447,0.303797468,0,0,0.97,0.278846154,0.157894737,0.24,0,0,0.012931034,0.101910828,0.125,0.290322581,0,0.38,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2797,0.721311475,0.312109863,0.017621145,0.157232704,0.303797468,0,0,1,0.355769231,0.157894737,0.42,0.03030303,0.03030303,0.064655172,0.165605096,0.125,0.419354839,0.055555556,0.64,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
2798,0.491803279,0.215980025,0.013215859,0.179245283,0.240506329,0,0,1,0.153846154,0.263157895,0.37,0.015151515,0.015151515,0.409482759,0.193205945,0.25,0.387096774,0.222222222,0.92,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
2799,0.754098361,0.369538077,0.035242291,0.261006289,0.379746835,0,0,0.9,0.326923077,0.105263158,0.29,0,0,0.060344828,0.038216561,0.15625,0.322580645,0,0.64,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0
2800,0.918032787,0.338327091,0.035242291,0.455974843,0.215189873,0,0,1,0.663461538,0.052631579,0.24,0,0,0.00862069,0.157112527,0.125,0,0,0.57,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2801,0.983606557,0.179775281,0.057268722,0.487421384,0.139240506,0,0,1,0.096153846,0,0.27,0,0,0,0.157112527,0.03125,0.290322581,0,0.4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2802,0.557377049,0.208489388,0.039647577,0.122641509,0.46835443,0,0,1,0.269230769,0.105263158,0.16,0.045454545,0.045454545,0.293103448,0.163481953,0.21875,0.290322581,0.333333333,0.82,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2803,0.754098361,0.290886392,0.008810573,0.317610063,0.848101266,0,0,1,0.451923077,0.210526316,0.03,0.015151515,0.015151515,0.038793103,0.027600849,0.34375,0.290322581,0,0.42,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
2804,0.786885246,0.192259675,0.035242291,0.210691824,0.291139241,0,0,0.96,0.230769231,0.105263158,0.67,0.015151515,0.015151515,0.047413793,0.193205945,0.0625,0.322580645,0.055555556,0.67,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0
2805,0.459016393,0.275905119,0.022026432,0.176100629,0.139240506,0,0,0.91,0.076923077,0.052631579,0.09,0,0,0.163793103,0.157112527,0.125,0.290322581,0.055555556,0.56,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0
2806,0.737704918,0.212234707,0.057268722,0.216981132,0.164556962,0,0,1,0.125,0,0.57,0,0,0.090517241,0.16985138,0.09375,0.322580645,0.055555556,0.83,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
2807,0.803278689,0.553058677,0.061674009,0.669811321,0.265822785,0.052631579,0.052631579,0.95,0.259615385,0,0.14,0,0,0.021551724,0.157112527,0.125,0,0,0.33,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
2808,0.672131148,0.265917603,0.022026432,0.22327044,0.367088608,0.052631579,0.052631579,0.87,0.403846154,0.052631579,0.32,0,0,0.245689655,0.157112527,0.09375,0.290322581,0,0.44,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
2809,0.68852459,0.192259675,0.026431718,0.176100629,0.35443038,0,0,1,0.278846154,0.157894737,0.32,0,0,0.181034483,0.197452229,0.15625,0.290322581,0,0.67,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
2810,0.704918033,0.334581773,0.022026432,0.29245283,0.240506329,0.157894737,0.157894737,0.95,0.048076923,0.052631579,0.35,0,0,0.00862069,0.148619958,0.125,0.35483871,0,0.58,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
2811,0.524590164,0.223470662,0.022026432,0.025157233,0.037974684,0,0,1,0.048076923,0.105263158,1,0.015151515,0.015151515,0.137931034,0.208067941,0.125,0.35483871,0.055555556,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
2812,0.737704918,0.240948814,0.004405286,0.106918239,0.367088608,0,0,1,0.365384615,0.263157895,0.51,0.090909091,0.090909091,0.043103448,0.201698514,0.125,0.677419355,0,0.68,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2813,0.852459016,0.349563046,0.074889868,0.267295597,0.164556962,0,0,1,0.125,0,0.46,0,0,0.068965517,0.112526539,0.09375,0.322580645,0.055555556,0.71,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
2814,0.803278689,0.31710362,0.026431718,0.229559748,0.215189873,0,0,1,0.490384615,0.052631579,0.22,0.015151515,0.015151515,0.159482759,0.157112527,0.09375,0.290322581,0.111111111,0.8,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
2815,0.901639344,0.229712859,0.035242291,0.270440252,0.291139241,0,0,1,0,0.105263158,0.09,0,0,0,0.195329087,0.03125,0.290322581,0,0.33,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2816,0.803278689,0.198501873,0.004405286,0.150943396,0.291139241,0,0,1,0.240384615,0.157894737,0.48,0.060606061,0.060606061,0.00862069,0.165605096,0.0625,0.387096774,0,0.43,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2817,0.639344262,0.22721598,0.022026432,0.301886792,0.278481013,0,0,0.82,0.048076923,0.157894737,0.18,0,0,0.00862069,0.110403397,0.1875,0.35483871,0.055555556,0.6,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2818,0.360655738,0.210986267,0.044052863,0.191823899,0.658227848,0.052631579,0.052631579,0.98,0.519230769,0.052631579,0.69,0.03030303,0.03030303,0.357758621,0.118895966,0.1875,0.64516129,0.111111111,0.9,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0
2819,0.836065574,0.350811486,0.04845815,0.323899371,0.506329114,0,0,1,0.192307692,0.052631579,0.13,0,0,0.043103448,0.157112527,0.15625,0.290322581,0,0.32,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
2820,0.442622951,0.370786517,0.026431718,0.374213836,0.113924051,0.105263158,0.105263158,0.6,0.086538462,0.157894737,0.27,0.015151515,0.015151515,0.280172414,0.148619958,0.1875,0.322580645,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
